date,/m/0b76bty_0,/m/0b76bty,batch_id
2020-06-17,12.0,12.0,1
2020-06-18,22.0,22.0,1
2020-06-19,0.0,0.0,1
2020-06-20,0.0,0.0,1
2020-06-21,26.0,26.0,1
2020-06-22,36.0,36.0,1
2020-06-23,50.0,50.0,1
2020-06-24,0.0,0.0,1
2020-06-25,38.0,38.0,1
2020-06-26,0.0,0.0,1
2020-06-27,32.0,32.0,1
2020-06-28,14.0,14.0,1
2020-06-29,11.0,11.0,1
2020-06-30,38.0,38.0,1
2020-07-01,0.0,0.0,1
2020-07-02,0.0,0.0,1
2020-07-03,26.0,26.0,1
2020-07-04,17.0,17.0,1
2020-07-05,16.0,16.0,1
2020-07-06,42.0,42.0,1
2020-07-07,25.0,25.0,1
2020-07-08,62.0,62.0,1
2020-07-09,65.0,65.0,1
2020-07-10,14.0,14.0,1
2020-07-11,44.0,44.0,1
2020-07-12,60.0,60.0,1
2020-07-13,38.0,38.0,1
2020-07-14,66.0,66.0,1
2020-07-15,26.0,26.0,1
2020-07-16,25.0,25.0,1
2020-07-17,54.0,54.0,1
2020-07-18,46.0,46.0,1
2020-07-19,15.0,15.0,1
2020-07-20,38.0,38.0,1
2020-07-21,39.0,39.0,1
2020-07-22,0.0,0.0,1
2020-07-23,27.0,27.0,1
2020-07-24,14.0,14.0,1
2020-07-25,33.0,33.0,1
2020-07-26,44.0,44.0,1
2020-07-27,40.0,40.0,1
2020-07-28,95.0,95.0,1
2020-07-29,95.0,95.0,1
2020-07-30,41.0,41.0,1
2020-07-31,15.0,15.0,1
2020-08-01,34.0,34.0,1
2020-08-02,15.0,15.0,1
2020-08-03,35.0,35.0,1
2020-08-04,12.0,12.0,1
2020-08-05,27.0,27.0,1
2020-08-06,69.0,69.0,1
2020-08-07,44.0,44.0,1
2020-08-08,86.0,86.0,1
2020-08-09,61.0,61.0,1
2020-08-10,37.0,37.0,1
2020-08-11,38.0,38.0,1
2020-08-12,26.0,26.0,1
2020-08-13,53.0,53.0,1
2020-08-14,26.0,26.0,1
2020-08-15,15.0,15.0,1
2020-08-16,75.0,75.0,1
2020-08-17,73.0,73.0,1
2020-08-18,24.0,24.0,1
2020-08-19,0.0,0.0,1
2020-08-20,41.0,41.0,1
2020-08-21,14.0,14.0,1
2020-08-22,15.0,15.0,1
2020-08-23,29.0,29.0,1
2020-08-24,25.0,25.0,1
2020-08-25,52.0,52.0,1
2020-08-26,65.0,65.0,1
2020-08-27,39.0,39.0,1
2020-08-28,0.0,0.0,1
2020-08-29,29.0,29.0,1
2020-08-30,13.0,13.0,1
2020-08-31,47.0,47.0,1
2020-09-01,23.0,23.0,1
2020-09-02,0.0,0.0,1
2020-09-03,54.0,54.0,1
2020-09-04,55.0,55.0,1
2020-09-05,15.0,15.0,1
2020-09-06,42.0,42.0,1
2020-09-07,61.0,61.0,1
2020-09-08,63.0,63.0,1
2020-09-09,65.0,65.0,1
2020-09-10,64.0,64.0,1
2020-09-11,41.0,41.0,1
2020-09-12,65.0,65.0,1
2020-09-13,44.0,44.0,1
2020-09-14,37.0,37.0,1
2020-09-15,62.0,62.0,1
2020-09-16,50.0,50.0,1
2020-09-17,50.0,50.0,1
2020-09-18,13.0,13.0,1
2020-09-19,61.0,61.0,1
2020-09-20,57.0,57.0,1
2020-09-21,23.0,23.0,1
2020-09-22,36.0,36.0,1
2020-09-23,36.0,36.0,1
2020-09-24,37.0,37.0,1
2020-09-25,13.0,13.0,1
2020-09-26,41.0,41.0,1
2020-09-27,57.0,57.0,1
2020-09-28,37.0,37.0,1
2020-09-29,84.0,84.0,1
2020-09-30,25.0,25.0,1
2020-10-01,38.0,38.0,1
2020-10-02,40.0,40.0,1
2020-10-03,15.0,15.0,1
2020-10-04,56.0,56.0,1
2020-10-05,12.0,12.0,1
2020-10-06,36.0,36.0,1
2020-10-07,24.0,24.0,1
2020-10-08,100.0,100.0,1
2020-10-09,55.0,55.0,1
2020-10-10,44.0,44.0,1
2020-10-11,14.0,14.0,1
2020-10-12,24.0,24.0,1
2020-10-13,36.0,36.0,1
2020-10-14,34.0,34.0,1
2020-10-15,50.0,50.0,1
2020-10-16,25.0,25.0,1
2020-10-17,28.0,28.0,1
2020-10-18,42.0,42.0,1
2020-10-19,24.0,24.0,1
2020-10-20,87.0,87.0,1
2020-10-21,25.0,25.0,1
2020-10-22,38.0,38.0,1
2020-10-23,13.0,13.0,1
2020-10-24,29.0,29.0,1
2020-10-25,41.0,41.0,1
2020-10-26,62.0,62.0,1
2020-10-27,25.0,25.0,1
2020-09-28,43.0,43.0,2
2020-09-29,41.0,41.0,2
2020-09-30,28.0,28.0,2
2020-10-01,29.0,29.0,2
2020-10-02,46.0,46.0,2
2020-10-03,68.0,68.0,2
2020-10-04,32.0,32.0,2
2020-10-05,40.0,40.0,2
2020-10-06,41.0,41.0,2
2020-10-07,69.0,69.0,2
2020-10-08,43.0,43.0,2
2020-10-09,48.0,48.0,2
2020-10-10,84.0,84.0,2
2020-10-11,64.0,64.0,2
2020-10-12,41.0,41.0,2
2020-10-13,0.0,0.0,2
2020-10-14,26.0,26.0,2
2020-10-15,14.0,14.0,2
2020-10-16,84.0,84.0,2
2020-10-17,16.0,16.0,2
2020-10-18,48.0,48.0,2
2020-10-19,40.0,40.0,2
2020-10-20,84.0,84.0,2
2020-10-21,55.0,55.0,2
2020-10-22,43.0,43.0,2
2020-10-23,29.0,29.0,2
2020-10-24,17.0,17.0,2
2020-10-25,48.0,48.0,2
2020-10-26,56.0,56.0,2
2020-10-27,58.0,58.0,2
2020-10-28,78.0,78.0,2
2020-10-29,14.0,14.0,2
2020-10-30,86.0,86.0,2
2020-10-31,0.0,0.0,2
2020-11-01,14.0,14.0,2
2020-11-02,39.0,39.0,2
2020-11-03,39.0,39.0,2
2020-11-04,13.0,13.0,2
2020-11-05,39.0,39.0,2
2020-11-06,68.0,68.0,2
2020-11-07,31.0,31.0,2
2020-11-08,30.0,30.0,2
2020-11-09,51.0,51.0,2
2020-11-10,13.0,13.0,2
2020-11-11,0.0,0.0,2
2020-11-12,0.0,0.0,2
2020-11-13,56.0,56.0,2
2020-11-14,16.0,16.0,2
2020-11-15,29.0,29.0,2
2020-11-16,39.0,39.0,2
2020-11-17,15.0,15.0,2
2020-11-18,13.0,13.0,2
2020-11-19,0.0,0.0,2
2020-11-20,14.0,14.0,2
2020-11-21,0.0,0.0,2
2020-11-22,58.0,58.0,2
2020-11-23,13.0,13.0,2
2020-11-24,0.0,0.0,2
2020-11-25,13.0,13.0,2
2020-11-26,13.0,13.0,2
2020-11-27,14.0,14.0,2
2020-11-28,16.0,16.0,2
2020-11-29,0.0,0.0,2
2020-11-30,0.0,0.0,2
2020-12-01,0.0,0.0,2
2020-12-02,0.0,0.0,2
2020-12-03,29.0,29.0,2
2020-12-04,15.0,15.0,2
2020-12-05,17.0,17.0,2
2020-12-06,47.0,47.0,2
2020-12-07,0.0,0.0,2
2020-12-08,28.0,28.0,2
2020-12-09,14.0,14.0,2
2020-12-10,14.0,14.0,2
2020-12-11,0.0,0.0,2
2020-12-12,33.0,33.0,2
2020-12-13,47.0,47.0,2
2020-12-14,0.0,0.0,2
2020-12-15,29.0,29.0,2
2020-12-16,15.0,15.0,2
2020-12-17,61.0,61.0,2
2020-12-18,32.0,32.0,2
2020-12-19,53.0,53.0,2
2020-12-20,86.0,86.0,2
2020-12-21,16.0,16.0,2
2020-12-22,100.0,100.0,2
2020-12-23,36.0,36.0,2
2020-12-24,41.0,41.0,2
2020-12-25,17.0,17.0,2
2020-12-26,34.0,34.0,2
2020-12-27,32.0,32.0,2
2020-12-28,45.0,45.0,2
2020-12-29,0.0,0.0,2
2020-12-30,16.0,16.0,2
2020-12-31,0.0,0.0,2
2021-01-01,17.0,17.0,2
2021-01-02,64.0,64.0,2
2021-01-03,30.0,30.0,2
2021-01-04,26.0,26.0,2
2021-01-05,26.0,26.0,2
2021-01-06,13.0,13.0,2
2021-01-07,27.0,27.0,2
2021-01-08,0.0,0.0,2
2021-01-09,0.0,0.0,2
2021-01-10,31.0,31.0,2
2021-01-11,39.0,39.0,2
2021-01-12,13.0,13.0,2
2021-01-13,14.0,14.0,2
2021-01-14,41.0,41.0,2
2021-01-15,28.0,28.0,2
2021-01-16,0.0,0.0,2
2021-01-17,0.0,0.0,2
2021-01-18,0.0,0.0,2
2021-01-19,26.0,26.0,2
2021-01-20,54.0,54.0,2
2021-01-21,14.0,14.0,2
2021-01-22,43.0,43.0,2
2021-01-23,0.0,0.0,2
2021-01-24,31.0,31.0,2
2021-01-25,0.0,0.0,2
2021-01-26,40.0,40.0,2
2021-01-27,41.0,41.0,2
2021-01-28,0.0,0.0,2
2021-01-29,29.0,29.0,2
2021-01-30,32.0,32.0,2
2021-01-31,32.0,32.0,2
2021-02-01,0.0,0.0,2
2021-02-02,0.0,0.0,2
2021-02-03,14.0,14.0,2
2021-02-04,28.0,28.0,2
2021-02-05,0.0,0.0,2
2021-02-06,16.0,16.0,2
2021-02-07,15.0,15.0,2
2021-02-08,14.0,14.0,2
2021-02-09,14.0,14.0,2
2021-02-10,68.0,68.0,2
2021-02-11,28.0,28.0,2
2021-02-12,29.0,29.0,2
2021-02-13,51.0,51.0,2
2021-02-14,32.0,32.0,2
2021-02-15,13.0,13.0,2
2021-02-16,13.0,13.0,2
2021-02-17,14.0,14.0,2
2021-02-18,57.0,57.0,2
2021-02-19,14.0,14.0,2
2021-02-20,0.0,0.0,2
2021-02-21,31.0,31.0,2
2021-02-22,39.0,39.0,2
2021-02-23,14.0,14.0,2
2021-02-24,0.0,0.0,2
2021-02-25,57.0,57.0,2
2021-02-26,0.0,0.0,2
2021-02-27,16.0,16.0,2
2021-02-28,48.0,48.0,2
2021-03-01,53.0,53.0,2
2021-03-02,13.0,13.0,2
2021-03-03,68.0,68.0,2
2021-03-04,27.0,27.0,2
2021-03-05,41.0,41.0,2
2021-03-06,63.0,63.0,2
2021-03-07,61.0,61.0,2
2021-03-08,13.0,13.0,2
2021-03-09,0.0,0.0,2
2021-03-10,0.0,0.0,2
2021-03-11,54.0,54.0,2
2021-03-12,14.0,14.0,2
2021-03-13,31.0,31.0,2
2021-03-14,72.0,72.0,2
2021-03-15,32.0,32.0,2
2021-03-16,11.0,11.0,2
2021-03-17,53.0,53.0,2
2021-03-18,27.0,27.0,2
2021-03-19,14.0,14.0,2
2021-03-20,31.0,31.0,2
2021-03-21,15.0,15.0,2
2021-03-22,13.0,13.0,2
2021-03-23,13.0,13.0,2
2021-03-24,41.0,41.0,2
2021-03-25,29.0,29.0,2
2021-03-26,61.0,61.0,2
2021-03-27,16.0,16.0,2
2021-03-28,0.0,0.0,2
2021-03-29,27.0,27.0,2
2021-03-30,15.0,15.0,2
2021-03-31,15.0,15.0,2
2021-04-01,33.0,33.0,2
2021-04-02,16.0,16.0,2
2021-04-03,16.0,16.0,2
2021-04-04,17.0,17.0,2
2021-04-05,0.0,0.0,2
2021-04-06,13.0,13.0,2
2021-04-07,0.0,0.0,2
2021-04-08,0.0,0.0,2
2021-04-09,43.0,43.0,2
2021-04-10,17.0,17.0,2
2021-04-11,16.0,16.0,2
2021-04-12,0.0,0.0,2
2021-04-13,0.0,0.0,2
2021-04-14,13.0,13.0,2
2021-04-15,0.0,0.0,2
2021-04-16,28.0,28.0,2
2021-04-17,16.0,16.0,2
2021-04-18,0.0,0.0,2
2021-04-19,13.0,13.0,2
2021-04-20,42.0,42.0,2
2021-04-21,0.0,0.0,2
2021-04-22,0.0,0.0,2
2021-04-23,0.0,0.0,2
2021-04-24,19.0,19.0,2
2021-04-25,0.0,0.0,2
2021-04-26,0.0,0.0,2
2021-04-27,58.0,58.0,2
2021-04-28,0.0,0.0,2
2021-04-29,14.0,14.0,2
2021-04-30,0.0,0.0,2
2021-05-01,35.0,35.0,2
2021-05-02,15.0,15.0,2
2021-05-03,14.0,14.0,2
2021-05-04,14.0,14.0,2
2021-05-05,0.0,0.0,2
2021-05-06,14.0,14.0,2
2021-05-07,30.0,30.0,2
2021-05-08,0.0,0.0,2
2021-05-09,0.0,0.0,2
2021-05-10,15.0,15.0,2
2021-05-11,15.0,15.0,2
2021-05-12,27.0,27.0,2
2021-05-13,41.0,41.0,2
2021-05-14,0.0,0.0,2
