date,/m/05w_j_0,/m/05w_j,batch_id
2020-04-26,0.0,0.0,1
2020-04-27,10.0,10.0,1
2020-04-28,20.0,20.0,1
2020-04-29,10.0,10.0,1
2020-04-30,9.0,9.0,1
2020-05-01,0.0,0.0,1
2020-05-02,11.0,11.0,1
2020-05-03,0.0,0.0,1
2020-05-04,10.0,10.0,1
2020-05-05,19.0,19.0,1
2020-05-06,30.0,30.0,1
2020-05-07,10.0,10.0,1
2020-05-08,0.0,0.0,1
2020-05-09,11.0,11.0,1
2020-05-10,11.0,11.0,1
2020-05-11,10.0,10.0,1
2020-05-12,11.0,11.0,1
2020-05-13,22.0,22.0,1
2020-05-14,0.0,0.0,1
2020-05-15,24.0,24.0,1
2020-05-16,0.0,0.0,1
2020-05-17,0.0,0.0,1
2020-05-18,0.0,0.0,1
2020-05-19,23.0,23.0,1
2020-05-20,24.0,24.0,1
2020-05-21,13.0,13.0,1
2020-05-22,24.0,24.0,1
2020-05-23,0.0,0.0,1
2020-05-24,0.0,0.0,1
2020-05-25,11.0,11.0,1
2020-05-26,34.0,34.0,1
2020-05-27,0.0,0.0,1
2020-05-28,0.0,0.0,1
2020-05-29,0.0,0.0,1
2020-05-30,14.0,14.0,1
2020-05-31,0.0,0.0,1
2020-06-01,0.0,0.0,1
2020-06-02,0.0,0.0,1
2020-06-03,20.0,20.0,1
2020-06-04,31.0,31.0,1
2020-06-05,0.0,0.0,1
2020-06-06,13.0,13.0,1
2020-06-07,13.0,13.0,1
2020-06-08,0.0,0.0,1
2020-06-09,0.0,0.0,1
2020-06-10,0.0,0.0,1
2020-06-11,0.0,0.0,1
2020-06-12,0.0,0.0,1
2020-06-13,13.0,13.0,1
2020-06-14,0.0,0.0,1
2020-06-15,0.0,0.0,1
2020-06-16,21.0,21.0,1
2020-06-17,0.0,0.0,1
2020-06-18,0.0,0.0,1
2020-06-19,12.0,12.0,1
2020-06-20,14.0,14.0,1
2020-06-21,0.0,0.0,1
2020-06-22,12.0,12.0,1
2020-06-23,12.0,12.0,1
2020-06-24,86.0,86.0,1
2020-06-25,0.0,0.0,1
2020-06-26,37.0,37.0,1
2020-06-27,13.0,13.0,1
2020-06-28,0.0,0.0,1
2020-06-29,23.0,23.0,1
2020-06-30,0.0,0.0,1
2020-07-01,23.0,23.0,1
2020-07-02,0.0,0.0,1
2020-07-03,0.0,0.0,1
2020-07-04,0.0,0.0,1
2020-07-05,26.0,26.0,1
2020-07-06,36.0,36.0,1
2020-07-07,13.0,13.0,1
2020-07-08,53.0,53.0,1
2020-07-09,25.0,25.0,1
2020-07-10,66.0,66.0,1
2020-07-11,16.0,16.0,1
2020-07-12,0.0,0.0,1
2020-07-13,14.0,14.0,1
2020-07-14,0.0,0.0,1
2020-07-15,50.0,50.0,1
2020-07-16,13.0,13.0,1
2020-07-17,41.0,41.0,1
2020-07-18,0.0,0.0,1
2020-07-19,61.0,61.0,1
2020-07-20,0.0,0.0,1
2020-07-21,26.0,26.0,1
2020-07-22,41.0,41.0,1
2020-07-23,54.0,54.0,1
2020-07-24,27.0,27.0,1
2020-07-25,29.0,29.0,1
2020-07-26,31.0,31.0,1
2020-07-27,38.0,38.0,1
2020-07-28,25.0,25.0,1
2020-07-29,0.0,0.0,1
2020-07-30,14.0,14.0,1
2020-07-31,68.0,68.0,1
2020-08-01,30.0,30.0,1
2020-08-02,15.0,15.0,1
2020-08-03,39.0,39.0,1
2020-08-04,27.0,27.0,1
2020-08-05,27.0,27.0,1
2020-08-06,56.0,56.0,1
2020-08-07,0.0,0.0,1
2020-08-08,16.0,16.0,1
2020-08-09,0.0,0.0,1
2020-08-10,13.0,13.0,1
2020-08-11,0.0,0.0,1
2020-08-12,36.0,36.0,1
2020-08-13,38.0,38.0,1
2020-08-14,68.0,68.0,1
2020-08-15,28.0,28.0,1
2020-08-16,14.0,14.0,1
2020-08-17,25.0,25.0,1
2020-08-18,62.0,62.0,1
2020-08-19,12.0,12.0,1
2020-08-20,27.0,27.0,1
2020-08-21,13.0,13.0,1
2020-08-22,0.0,0.0,1
2020-08-23,14.0,14.0,1
2020-08-24,87.0,87.0,1
2020-08-25,12.0,12.0,1
2020-08-26,13.0,13.0,1
2020-08-27,0.0,0.0,1
2020-08-28,25.0,25.0,1
2020-08-29,28.0,28.0,1
2020-08-30,0.0,0.0,1
2020-08-31,50.0,50.0,1
2020-09-01,39.0,39.0,1
2020-09-02,39.0,39.0,1
2020-09-03,67.0,67.0,1
2020-09-04,54.0,54.0,1
2020-09-05,42.0,42.0,1
2020-09-06,41.0,41.0,1
2020-09-07,13.0,13.0,1
2020-09-08,38.0,38.0,1
2020-09-09,37.0,37.0,1
2020-09-10,25.0,25.0,1
2020-09-11,13.0,13.0,1
2020-09-12,44.0,44.0,1
2020-09-13,71.0,71.0,1
2020-09-14,100.0,100.0,1
2020-09-15,25.0,25.0,1
2020-09-16,75.0,75.0,1
2020-09-17,63.0,63.0,1
2020-09-18,39.0,39.0,1
2020-09-19,40.0,40.0,1
2020-09-20,0.0,0.0,1
2020-09-21,12.0,12.0,1
2020-09-22,37.0,37.0,1
2020-09-23,12.0,12.0,1
2020-09-24,25.0,25.0,1
2020-09-25,14.0,14.0,1
2020-09-26,0.0,0.0,1
2020-09-27,14.0,14.0,1
2020-09-28,65.0,65.0,1
2020-09-29,13.0,13.0,1
2020-09-30,13.0,13.0,1
2020-10-01,51.0,51.0,1
2020-10-02,13.0,13.0,1
2020-10-03,27.0,27.0,1
2020-10-04,13.0,13.0,1
2020-10-05,12.0,12.0,1
2020-10-06,0.0,0.0,1
2020-10-07,13.0,13.0,1
2020-10-08,0.0,0.0,1
2020-10-09,14.0,14.0,1
2020-10-10,15.0,15.0,1
2020-10-11,0.0,0.0,1
2020-10-12,40.0,40.0,1
2020-10-13,28.0,28.0,1
2020-10-14,27.0,27.0,1
2020-10-15,71.0,71.0,1
2020-10-16,58.0,58.0,1
2020-10-17,31.0,31.0,1
2020-10-18,30.0,30.0,1
2020-10-19,13.0,13.0,1
2020-10-20,27.0,27.0,1
2020-10-21,26.0,26.0,1
2020-10-22,41.0,41.0,1
2020-10-23,41.0,41.0,1
2020-10-24,28.0,28.0,1
2020-10-25,27.0,27.0,1
2020-10-26,0.0,0.0,1
2020-10-27,50.0,50.0,1
2020-09-28,25.0,25.0,2
2020-09-29,6.0,6.0,2
2020-09-30,19.0,19.0,2
2020-10-01,25.0,25.0,2
2020-10-02,6.0,6.0,2
2020-10-03,7.0,7.0,2
2020-10-04,0.0,0.0,2
2020-10-05,18.0,18.0,2
2020-10-06,0.0,0.0,2
2020-10-07,37.0,37.0,2
2020-10-08,19.0,19.0,2
2020-10-09,27.0,27.0,2
2020-10-10,8.0,8.0,2
2020-10-11,0.0,0.0,2
2020-10-12,26.0,26.0,2
2020-10-13,26.0,26.0,2
2020-10-14,7.0,7.0,2
2020-10-15,41.0,41.0,2
2020-10-16,21.0,21.0,2
2020-10-17,15.0,15.0,2
2020-10-18,22.0,22.0,2
2020-10-19,20.0,20.0,2
2020-10-20,31.0,31.0,2
2020-10-21,0.0,0.0,2
2020-10-22,20.0,20.0,2
2020-10-23,13.0,13.0,2
2020-10-24,7.0,7.0,2
2020-10-25,20.0,20.0,2
2020-10-26,19.0,19.0,2
2020-10-27,18.0,18.0,2
2020-10-28,19.0,19.0,2
2020-10-29,25.0,25.0,2
2020-10-30,22.0,22.0,2
2020-10-31,11.0,11.0,2
2020-11-01,0.0,0.0,2
2020-11-02,23.0,23.0,2
2020-11-03,12.0,12.0,2
2020-11-04,10.0,10.0,2
2020-11-05,17.0,17.0,2
2020-11-06,6.0,6.0,2
2020-11-07,6.0,6.0,2
2020-11-08,11.0,11.0,2
2020-11-09,28.0,28.0,2
2020-11-10,12.0,12.0,2
2020-11-11,16.0,16.0,2
2020-11-12,29.0,29.0,2
2020-11-13,23.0,23.0,2
2020-11-14,6.0,6.0,2
2020-11-15,6.0,6.0,2
2020-11-16,12.0,12.0,2
2020-11-17,11.0,11.0,2
2020-11-18,11.0,11.0,2
2020-11-19,0.0,0.0,2
2020-11-20,29.0,29.0,2
2020-11-21,18.0,18.0,2
2020-11-22,6.0,6.0,2
2020-11-23,6.0,6.0,2
2020-11-24,6.0,6.0,2
2020-11-25,11.0,11.0,2
2020-11-26,6.0,6.0,2
2020-11-27,17.0,17.0,2
2020-11-28,0.0,0.0,2
2020-11-29,12.0,12.0,2
2020-11-30,11.0,11.0,2
2020-12-01,17.0,17.0,2
2020-12-02,22.0,22.0,2
2020-12-03,11.0,11.0,2
2020-12-04,0.0,0.0,2
2020-12-05,0.0,0.0,2
2020-12-06,6.0,6.0,2
2020-12-07,23.0,23.0,2
2020-12-08,23.0,23.0,2
2020-12-09,0.0,0.0,2
2020-12-10,12.0,12.0,2
2020-12-11,42.0,42.0,2
2020-12-12,0.0,0.0,2
2020-12-13,6.0,6.0,2
2020-12-14,29.0,29.0,2
2020-12-15,24.0,24.0,2
2020-12-16,30.0,30.0,2
2020-12-17,26.0,26.0,2
2020-12-18,7.0,7.0,2
2020-12-19,39.0,39.0,2
2020-12-20,46.0,46.0,2
2020-12-21,25.0,25.0,2
2020-12-22,31.0,31.0,2
2020-12-23,57.0,57.0,2
2020-12-24,15.0,15.0,2
2020-12-25,0.0,0.0,2
2020-12-26,0.0,0.0,2
2020-12-27,58.0,58.0,2
2020-12-28,19.0,19.0,2
2020-12-29,26.0,26.0,2
2020-12-30,40.0,40.0,2
2020-12-31,7.0,7.0,2
2021-01-01,8.0,8.0,2
2021-01-02,28.0,28.0,2
2021-01-03,13.0,13.0,2
2021-01-04,18.0,18.0,2
2021-01-05,24.0,24.0,2
2021-01-06,36.0,36.0,2
2021-01-07,37.0,37.0,2
2021-01-08,25.0,25.0,2
2021-01-09,14.0,14.0,2
2021-01-10,27.0,27.0,2
2021-01-11,24.0,24.0,2
2021-01-12,6.0,6.0,2
2021-01-13,25.0,25.0,2
2021-01-14,37.0,37.0,2
2021-01-15,19.0,19.0,2
2021-01-16,13.0,13.0,2
2021-01-17,7.0,7.0,2
2021-01-18,30.0,30.0,2
2021-01-19,36.0,36.0,2
2021-01-20,6.0,6.0,2
2021-01-21,12.0,12.0,2
2021-01-22,19.0,19.0,2
2021-01-23,20.0,20.0,2
2021-01-24,19.0,19.0,2
2021-01-25,49.0,49.0,2
2021-01-26,30.0,30.0,2
2021-01-27,18.0,18.0,2
2021-01-28,42.0,42.0,2
2021-01-29,19.0,19.0,2
2021-01-30,57.0,57.0,2
2021-01-31,31.0,31.0,2
2021-02-01,24.0,24.0,2
2021-02-02,24.0,24.0,2
2021-02-03,29.0,29.0,2
2021-02-04,19.0,19.0,2
2021-02-05,38.0,38.0,2
2021-02-06,19.0,19.0,2
2021-02-07,19.0,19.0,2
2021-02-08,35.0,35.0,2
2021-02-09,6.0,6.0,2
2021-02-10,18.0,18.0,2
2021-02-11,35.0,35.0,2
2021-02-12,0.0,0.0,2
2021-02-13,19.0,19.0,2
2021-02-14,13.0,13.0,2
2021-02-15,12.0,12.0,2
2021-02-16,47.0,47.0,2
2021-02-17,30.0,30.0,2
2021-02-18,55.0,55.0,2
2021-02-19,25.0,25.0,2
2021-02-20,0.0,0.0,2
2021-02-21,7.0,7.0,2
2021-02-22,11.0,11.0,2
2021-02-23,7.0,7.0,2
2021-02-24,33.0,33.0,2
2021-02-25,13.0,13.0,2
2021-02-26,33.0,33.0,2
2021-02-27,22.0,22.0,2
2021-02-28,28.0,28.0,2
2021-03-01,27.0,27.0,2
2021-03-02,47.0,47.0,2
2021-03-03,6.0,6.0,2
2021-03-04,26.0,26.0,2
2021-03-05,19.0,19.0,2
2021-03-06,14.0,14.0,2
2021-03-07,7.0,7.0,2
2021-03-08,31.0,31.0,2
2021-03-09,0.0,0.0,2
2021-03-10,12.0,12.0,2
2021-03-11,31.0,31.0,2
2021-03-12,19.0,19.0,2
2021-03-13,38.0,38.0,2
2021-03-14,6.0,6.0,2
2021-03-15,24.0,24.0,2
2021-03-16,38.0,38.0,2
2021-03-17,50.0,50.0,2
2021-03-18,45.0,45.0,2
2021-03-19,33.0,33.0,2
2021-03-20,21.0,21.0,2
2021-03-21,26.0,26.0,2
2021-03-22,44.0,44.0,2
2021-03-23,38.0,38.0,2
2021-03-24,25.0,25.0,2
2021-03-25,20.0,20.0,2
2021-03-26,64.0,64.0,2
2021-03-27,28.0,28.0,2
2021-03-28,22.0,22.0,2
2021-03-29,58.0,58.0,2
2021-03-30,59.0,59.0,2
2021-03-31,49.0,49.0,2
2021-04-01,39.0,39.0,2
2021-04-02,20.0,20.0,2
2021-04-03,7.0,7.0,2
2021-04-04,0.0,0.0,2
2021-04-05,25.0,25.0,2
2021-04-06,15.0,15.0,2
2021-04-07,33.0,33.0,2
2021-04-08,29.0,29.0,2
2021-04-09,39.0,39.0,2
2021-04-10,24.0,24.0,2
2021-04-11,12.0,12.0,2
2021-04-12,41.0,41.0,2
2021-04-13,12.0,12.0,2
2021-04-14,24.0,24.0,2
2021-04-15,6.0,6.0,2
2021-04-16,38.0,38.0,2
2021-04-17,13.0,13.0,2
2021-04-18,34.0,34.0,2
2021-04-19,43.0,43.0,2
2021-04-20,30.0,30.0,2
2021-04-21,18.0,18.0,2
2021-04-22,6.0,6.0,2
2021-04-23,59.0,59.0,2
2021-04-24,14.0,14.0,2
2021-04-25,27.0,27.0,2
2021-04-26,22.0,22.0,2
2021-04-27,35.0,35.0,2
2021-04-28,29.0,29.0,2
2021-04-29,23.0,23.0,2
2021-04-30,40.0,40.0,2
2021-05-01,19.0,19.0,2
2021-05-02,19.0,19.0,2
2021-05-03,42.0,42.0,2
2021-05-04,17.0,17.0,2
2021-05-05,48.0,48.0,2
2021-05-06,47.0,47.0,2
2021-05-07,26.0,26.0,2
2021-05-08,41.0,41.0,2
2021-05-09,13.0,13.0,2
2021-05-10,29.0,29.0,2
2021-05-11,74.0,74.0,2
2021-05-12,40.0,40.0,2
2021-05-13,32.0,32.0,2
2021-05-14,53.0,53.0,2
2021-05-15,27.0,27.0,2
2021-05-16,55.0,55.0,2
2021-05-17,46.0,46.0,2
2021-05-18,55.0,55.0,2
2021-05-19,37.0,37.0,2
2021-05-20,32.0,32.0,2
2021-05-21,38.0,38.0,2
2021-05-22,64.0,64.0,2
2021-05-23,48.0,48.0,2
2021-05-24,66.0,66.0,2
2021-05-25,100.0,100.0,2
2021-05-26,47.0,47.0,2
2021-05-27,51.0,51.0,2
2021-05-28,34.0,34.0,2
2021-05-29,23.0,23.0,2
