date,/m/01b_06_0,/m/01b_06,batch_id
2020-05-26,15.0,15.0,1
2020-05-27,38.0,38.0,1
2020-05-28,15.0,15.0,1
2020-05-29,16.0,16.0,1
2020-05-30,10.0,10.0,1
2020-05-31,8.0,8.0,1
2020-06-01,8.0,8.0,1
2020-06-02,23.0,23.0,1
2020-06-03,15.0,15.0,1
2020-06-04,14.0,14.0,1
2020-06-05,14.0,14.0,1
2020-06-06,20.0,20.0,1
2020-06-07,25.0,25.0,1
2020-06-08,7.0,7.0,1
2020-06-09,7.0,7.0,1
2020-06-10,0.0,0.0,1
2020-06-11,7.0,7.0,1
2020-06-12,33.0,33.0,1
2020-06-13,21.0,21.0,1
2020-06-14,8.0,8.0,1
2020-06-15,22.0,22.0,1
2020-06-16,0.0,0.0,1
2020-06-17,7.0,7.0,1
2020-06-18,7.0,7.0,1
2020-06-19,31.0,31.0,1
2020-06-20,0.0,0.0,1
2020-06-21,25.0,25.0,1
2020-06-22,0.0,0.0,1
2020-06-23,16.0,16.0,1
2020-06-24,8.0,8.0,1
2020-06-25,26.0,26.0,1
2020-06-26,25.0,25.0,1
2020-06-27,11.0,11.0,1
2020-06-28,45.0,45.0,1
2020-06-29,30.0,30.0,1
2020-06-30,8.0,8.0,1
2020-07-01,0.0,0.0,1
2020-07-02,16.0,16.0,1
2020-07-03,17.0,17.0,1
2020-07-04,11.0,11.0,1
2020-07-05,20.0,20.0,1
2020-07-06,16.0,16.0,1
2020-07-07,16.0,16.0,1
2020-07-08,8.0,8.0,1
2020-07-09,0.0,0.0,1
2020-07-10,9.0,9.0,1
2020-07-11,19.0,19.0,1
2020-07-12,19.0,19.0,1
2020-07-13,16.0,16.0,1
2020-07-14,9.0,9.0,1
2020-07-15,0.0,0.0,1
2020-07-16,33.0,33.0,1
2020-07-17,52.0,52.0,1
2020-07-18,10.0,10.0,1
2020-07-19,18.0,18.0,1
2020-07-20,0.0,0.0,1
2020-07-21,8.0,8.0,1
2020-07-22,17.0,17.0,1
2020-07-23,0.0,0.0,1
2020-07-24,26.0,26.0,1
2020-07-25,30.0,30.0,1
2020-07-26,9.0,9.0,1
2020-07-27,17.0,17.0,1
2020-07-28,18.0,18.0,1
2020-07-29,9.0,9.0,1
2020-07-30,18.0,18.0,1
2020-07-31,19.0,19.0,1
2020-08-01,11.0,11.0,1
2020-08-02,19.0,19.0,1
2020-08-03,0.0,0.0,1
2020-08-04,32.0,32.0,1
2020-08-05,24.0,24.0,1
2020-08-06,27.0,27.0,1
2020-08-07,28.0,28.0,1
2020-08-08,22.0,22.0,1
2020-08-09,30.0,30.0,1
2020-08-10,8.0,8.0,1
2020-08-11,8.0,8.0,1
2020-08-12,17.0,17.0,1
2020-08-13,35.0,35.0,1
2020-08-14,9.0,9.0,1
2020-08-15,0.0,0.0,1
2020-08-16,18.0,18.0,1
2020-08-17,23.0,23.0,1
2020-08-18,16.0,16.0,1
2020-08-19,32.0,32.0,1
2020-08-20,36.0,36.0,1
2020-08-21,9.0,9.0,1
2020-08-22,11.0,11.0,1
2020-08-23,46.0,46.0,1
2020-08-24,17.0,17.0,1
2020-08-25,8.0,8.0,1
2020-08-26,17.0,17.0,1
2020-08-27,26.0,26.0,1
2020-08-28,0.0,0.0,1
2020-08-29,10.0,10.0,1
2020-08-30,18.0,18.0,1
2020-08-31,16.0,16.0,1
2020-09-01,47.0,47.0,1
2020-09-02,8.0,8.0,1
2020-09-03,17.0,17.0,1
2020-09-04,18.0,18.0,1
2020-09-05,21.0,21.0,1
2020-09-06,18.0,18.0,1
2020-09-07,23.0,23.0,1
2020-09-08,8.0,8.0,1
2020-09-09,34.0,34.0,1
2020-09-10,26.0,26.0,1
2020-09-11,27.0,27.0,1
2020-09-12,0.0,0.0,1
2020-09-13,0.0,0.0,1
2020-09-14,9.0,9.0,1
2020-09-15,37.0,37.0,1
2020-09-16,16.0,16.0,1
2020-09-17,24.0,24.0,1
2020-09-18,17.0,17.0,1
2020-09-19,42.0,42.0,1
2020-09-20,28.0,28.0,1
2020-09-21,24.0,24.0,1
2020-09-22,40.0,40.0,1
2020-09-23,24.0,24.0,1
2020-09-24,16.0,16.0,1
2020-09-25,25.0,25.0,1
2020-09-26,9.0,9.0,1
2020-09-27,18.0,18.0,1
2020-09-28,15.0,15.0,1
2020-09-29,8.0,8.0,1
2020-09-30,55.0,55.0,1
2020-10-01,24.0,24.0,1
2020-10-02,17.0,17.0,1
2020-10-03,40.0,40.0,1
2020-10-04,35.0,35.0,1
2020-10-05,8.0,8.0,1
2020-10-06,8.0,8.0,1
2020-10-07,16.0,16.0,1
2020-10-08,16.0,16.0,1
2020-10-09,19.0,19.0,1
2020-10-10,42.0,42.0,1
2020-10-11,8.0,8.0,1
2020-10-12,15.0,15.0,1
2020-10-13,15.0,15.0,1
2020-10-14,30.0,30.0,1
2020-10-15,0.0,0.0,1
2020-10-16,33.0,33.0,1
2020-10-17,37.0,37.0,1
2020-10-18,9.0,9.0,1
2020-10-19,33.0,33.0,1
2020-10-20,34.0,34.0,1
2020-10-21,8.0,8.0,1
2020-10-22,25.0,25.0,1
2020-10-23,9.0,9.0,1
2020-10-24,0.0,0.0,1
2020-10-25,16.0,16.0,1
2020-10-26,38.0,38.0,1
2020-10-27,16.0,16.0,1
2020-09-28,29.0,29.0,2
2020-09-29,46.0,46.0,2
2020-09-30,76.0,76.0,2
2020-10-01,16.0,16.0,2
2020-10-02,32.0,32.0,2
2020-10-03,78.0,78.0,2
2020-10-04,67.0,67.0,2
2020-10-05,45.0,45.0,2
2020-10-06,31.0,31.0,2
2020-10-07,62.0,62.0,2
2020-10-08,47.0,47.0,2
2020-10-09,36.0,36.0,2
2020-10-10,61.0,61.0,2
2020-10-11,81.0,81.0,2
2020-10-12,29.0,29.0,2
2020-10-13,15.0,15.0,2
2020-10-14,15.0,15.0,2
2020-10-15,47.0,47.0,2
2020-10-16,48.0,48.0,2
2020-10-17,18.0,18.0,2
2020-10-18,35.0,35.0,2
2020-10-19,47.0,47.0,2
2020-10-20,49.0,49.0,2
2020-10-21,33.0,33.0,2
2020-10-22,49.0,49.0,2
2020-10-23,54.0,54.0,2
2020-10-24,0.0,0.0,2
2020-10-25,61.0,61.0,2
2020-10-26,29.0,29.0,2
2020-10-27,89.0,89.0,2
2020-10-28,0.0,0.0,2
2020-10-29,75.0,75.0,2
2020-10-30,16.0,16.0,2
2020-10-31,36.0,36.0,2
2020-11-01,48.0,48.0,2
2020-11-02,44.0,44.0,2
2020-11-03,29.0,29.0,2
2020-11-04,55.0,55.0,2
2020-11-05,15.0,15.0,2
2020-11-06,48.0,48.0,2
2020-11-07,19.0,19.0,2
2020-11-08,52.0,52.0,2
2020-11-09,15.0,15.0,2
2020-11-10,0.0,0.0,2
2020-11-11,88.0,88.0,2
2020-11-12,0.0,0.0,2
2020-11-13,48.0,48.0,2
2020-11-14,19.0,19.0,2
2020-11-15,17.0,17.0,2
2020-11-16,30.0,30.0,2
2020-11-17,50.0,50.0,2
2020-11-18,30.0,30.0,2
2020-11-19,15.0,15.0,2
2020-11-20,16.0,16.0,2
2020-11-21,37.0,37.0,2
2020-11-22,34.0,34.0,2
2020-11-23,44.0,44.0,2
2020-11-24,74.0,74.0,2
2020-11-25,15.0,15.0,2
2020-11-26,30.0,30.0,2
2020-11-27,0.0,0.0,2
2020-11-28,0.0,0.0,2
2020-11-29,17.0,17.0,2
2020-11-30,29.0,29.0,2
2020-12-01,45.0,45.0,2
2020-12-02,30.0,30.0,2
2020-12-03,60.0,60.0,2
2020-12-04,47.0,47.0,2
2020-12-05,0.0,0.0,2
2020-12-06,35.0,35.0,2
2020-12-07,58.0,58.0,2
2020-12-08,57.0,57.0,2
2020-12-09,44.0,44.0,2
2020-12-10,30.0,30.0,2
2020-12-11,31.0,31.0,2
2020-12-12,53.0,53.0,2
2020-12-13,33.0,33.0,2
2020-12-14,0.0,0.0,2
2020-12-15,45.0,45.0,2
2020-12-16,30.0,30.0,2
2020-12-17,31.0,31.0,2
2020-12-18,84.0,84.0,2
2020-12-19,19.0,19.0,2
2020-12-20,54.0,54.0,2
2020-12-21,33.0,33.0,2
2020-12-22,34.0,34.0,2
2020-12-23,75.0,75.0,2
2020-12-24,64.0,64.0,2
2020-12-25,55.0,55.0,2
2020-12-26,0.0,0.0,2
2020-12-27,17.0,17.0,2
2020-12-28,46.0,46.0,2
2020-12-29,32.0,32.0,2
2020-12-30,48.0,48.0,2
2020-12-31,37.0,37.0,2
2021-01-01,17.0,17.0,2
2021-01-02,51.0,51.0,2
2021-01-03,64.0,64.0,2
2021-01-04,15.0,15.0,2
2021-01-05,46.0,46.0,2
2021-01-06,16.0,16.0,2
2021-01-07,30.0,30.0,2
2021-01-08,30.0,30.0,2
2021-01-09,33.0,33.0,2
2021-01-10,16.0,16.0,2
2021-01-11,0.0,0.0,2
2021-01-12,28.0,28.0,2
2021-01-13,59.0,59.0,2
2021-01-14,15.0,15.0,2
2021-01-15,15.0,15.0,2
2021-01-16,51.0,51.0,2
2021-01-17,16.0,16.0,2
2021-01-18,14.0,14.0,2
2021-01-19,14.0,14.0,2
2021-01-20,28.0,28.0,2
2021-01-21,43.0,43.0,2
2021-01-22,30.0,30.0,2
2021-01-23,65.0,65.0,2
2021-01-24,48.0,48.0,2
2021-01-25,28.0,28.0,2
2021-01-26,28.0,28.0,2
2021-01-27,44.0,44.0,2
2021-01-28,44.0,44.0,2
2021-01-29,45.0,45.0,2
2021-01-30,34.0,34.0,2
2021-01-31,32.0,32.0,2
2021-02-01,57.0,57.0,2
2021-02-02,73.0,73.0,2
2021-02-03,100.0,100.0,2
2021-02-04,73.0,73.0,2
2021-02-05,15.0,15.0,2
2021-02-06,33.0,33.0,2
2021-02-07,46.0,46.0,2
2021-02-08,27.0,27.0,2
2021-02-09,0.0,0.0,2
2021-02-10,43.0,43.0,2
2021-02-11,15.0,15.0,2
2021-02-12,31.0,31.0,2
2021-02-13,18.0,18.0,2
2021-02-14,50.0,50.0,2
2021-02-15,29.0,29.0,2
2021-02-16,28.0,28.0,2
2021-02-17,29.0,29.0,2
2021-02-18,75.0,75.0,2
2021-02-19,0.0,0.0,2
2021-02-20,52.0,52.0,2
2021-02-21,32.0,32.0,2
2021-02-22,28.0,28.0,2
2021-02-23,0.0,0.0,2
2021-02-24,30.0,30.0,2
2021-02-25,48.0,48.0,2
2021-02-26,16.0,16.0,2
2021-02-27,35.0,35.0,2
2021-02-28,48.0,48.0,2
2021-03-01,59.0,59.0,2
2021-03-02,77.0,77.0,2
2021-03-03,0.0,0.0,2
2021-03-04,15.0,15.0,2
2021-03-05,59.0,59.0,2
2021-03-06,86.0,86.0,2
2021-03-07,32.0,32.0,2
2021-03-08,14.0,14.0,2
2021-03-09,42.0,42.0,2
2021-03-10,0.0,0.0,2
2021-03-11,29.0,29.0,2
2021-03-12,15.0,15.0,2
2021-03-13,33.0,33.0,2
2021-03-14,15.0,15.0,2
2021-03-15,46.0,46.0,2
2021-03-16,12.0,12.0,2
2021-03-17,42.0,42.0,2
2021-03-18,73.0,73.0,2
2021-03-19,15.0,15.0,2
2021-03-20,18.0,18.0,2
2021-03-21,16.0,16.0,2
2021-03-22,14.0,14.0,2
2021-03-23,43.0,43.0,2
2021-03-24,58.0,58.0,2
2021-03-25,45.0,45.0,2
2021-03-26,17.0,17.0,2
2021-03-27,19.0,19.0,2
2021-03-28,34.0,34.0,2
2021-03-29,15.0,15.0,2
2021-03-30,61.0,61.0,2
2021-03-31,49.0,49.0,2
2021-04-01,36.0,36.0,2
2021-04-02,70.0,70.0,2
2021-04-03,18.0,18.0,2
2021-04-04,35.0,35.0,2
2021-04-05,36.0,36.0,2
2021-04-06,29.0,29.0,2
2021-04-07,14.0,14.0,2
2021-04-08,29.0,29.0,2
2021-04-09,16.0,16.0,2
2021-04-10,40.0,40.0,2
2021-04-11,49.0,49.0,2
2021-04-12,15.0,15.0,2
2021-04-13,28.0,28.0,2
2021-04-14,15.0,15.0,2
2021-04-15,15.0,15.0,2
2021-04-16,0.0,0.0,2
2021-04-17,36.0,36.0,2
2021-04-18,82.0,82.0,2
2021-04-19,15.0,15.0,2
2021-04-20,31.0,31.0,2
2021-04-21,33.0,33.0,2
2021-04-22,63.0,63.0,2
2021-04-23,51.0,51.0,2
2021-04-24,64.0,64.0,2
2021-04-25,35.0,35.0,2
2021-04-26,32.0,32.0,2
2021-04-27,82.0,82.0,2
2021-04-28,51.0,51.0,2
2021-04-29,16.0,16.0,2
2021-04-30,17.0,17.0,2
2021-05-01,41.0,41.0,2
2021-05-02,49.0,49.0,2
2021-05-03,16.0,16.0,2
2021-05-04,65.0,65.0,2
2021-05-05,0.0,0.0,2
2021-05-06,64.0,64.0,2
2021-05-07,17.0,17.0,2
2021-05-08,21.0,21.0,2
2021-05-09,96.0,96.0,2
2021-05-10,84.0,84.0,2
2021-05-11,51.0,51.0,2
2021-05-12,0.0,0.0,2
2021-05-13,61.0,61.0,2
2021-05-14,33.0,33.0,2
