date,/m/0fd23_0,/m/0fd23,batch_id
2020-04-13,50.0,50.0,1
2020-04-14,58.0,58.0,1
2020-04-15,61.0,61.0,1
2020-04-16,47.0,47.0,1
2020-04-17,49.0,49.0,1
2020-04-18,49.0,49.0,1
2020-04-19,47.0,47.0,1
2020-04-20,42.0,42.0,1
2020-04-21,34.0,34.0,1
2020-04-22,67.0,67.0,1
2020-04-23,51.0,51.0,1
2020-04-24,48.0,48.0,1
2020-04-25,29.0,29.0,1
2020-04-26,64.0,64.0,1
2020-04-27,49.0,49.0,1
2020-04-28,34.0,34.0,1
2020-04-29,15.0,15.0,1
2020-04-30,32.0,32.0,1
2020-05-01,15.0,15.0,1
2020-05-02,47.0,47.0,1
2020-05-03,33.0,33.0,1
2020-05-04,23.0,23.0,1
2020-05-05,33.0,33.0,1
2020-05-06,50.0,50.0,1
2020-05-07,23.0,23.0,1
2020-05-08,50.0,50.0,1
2020-05-09,43.0,43.0,1
2020-05-10,24.0,24.0,1
2020-05-11,23.0,23.0,1
2020-05-12,36.0,36.0,1
2020-05-13,38.0,38.0,1
2020-05-14,20.0,20.0,1
2020-05-15,40.0,40.0,1
2020-05-16,30.0,30.0,1
2020-05-17,47.0,47.0,1
2020-05-18,44.0,44.0,1
2020-05-19,62.0,62.0,1
2020-05-20,60.0,60.0,1
2020-05-21,89.0,89.0,1
2020-05-22,47.0,47.0,1
2020-05-23,63.0,63.0,1
2020-05-24,46.0,46.0,1
2020-05-25,35.0,35.0,1
2020-05-26,51.0,51.0,1
2020-05-27,68.0,68.0,1
2020-05-28,70.0,70.0,1
2020-05-29,75.0,75.0,1
2020-05-30,86.0,86.0,1
2020-05-31,98.0,98.0,1
2020-06-01,100.0,100.0,1
2020-06-02,74.0,74.0,1
2020-06-03,78.0,78.0,1
2020-06-04,45.0,45.0,1
2020-06-05,44.0,44.0,1
2020-06-06,34.0,34.0,1
2020-06-07,26.0,26.0,1
2020-06-08,28.0,28.0,1
2020-06-09,16.0,16.0,1
2020-06-10,44.0,44.0,1
2020-06-11,28.0,28.0,1
2020-06-12,40.0,40.0,1
2020-06-13,33.0,33.0,1
2020-06-14,24.0,24.0,1
2020-06-15,21.0,21.0,1
2020-06-16,29.0,29.0,1
2020-06-17,21.0,21.0,1
2020-06-18,22.0,22.0,1
2020-06-19,30.0,30.0,1
2020-06-20,39.0,39.0,1
2020-06-21,33.0,33.0,1
2020-06-22,26.0,26.0,1
2020-06-23,38.0,38.0,1
2020-06-24,39.0,39.0,1
2020-06-25,25.0,25.0,1
2020-06-26,40.0,40.0,1
2020-06-27,33.0,33.0,1
2020-06-28,27.0,27.0,1
2020-06-29,28.0,28.0,1
2020-06-30,39.0,39.0,1
2020-07-01,30.0,30.0,1
2020-07-02,31.0,31.0,1
2020-07-03,14.0,14.0,1
2020-07-04,31.0,31.0,1
2020-07-05,35.0,35.0,1
2020-07-06,29.0,29.0,1
2020-07-07,44.0,44.0,1
2020-07-08,27.0,27.0,1
2020-07-09,35.0,35.0,1
2020-07-10,42.0,42.0,1
2020-07-11,38.0,38.0,1
2020-07-12,46.0,46.0,1
2020-07-13,27.0,27.0,1
2020-07-14,33.0,33.0,1
2020-07-15,24.0,24.0,1
2020-07-16,19.0,19.0,1
2020-07-17,33.0,33.0,1
2020-07-18,25.0,25.0,1
2020-07-19,37.0,37.0,1
2020-07-20,19.0,19.0,1
2020-07-21,27.0,27.0,1
2020-07-22,40.0,40.0,1
2020-07-23,42.0,42.0,1
2020-07-24,26.0,26.0,1
2020-07-25,22.0,22.0,1
2020-07-26,38.0,38.0,1
2020-07-27,30.0,30.0,1
2020-07-28,33.0,33.0,1
2020-07-29,31.0,31.0,1
2020-07-30,29.0,29.0,1
2020-07-31,44.0,44.0,1
2020-08-01,10.0,10.0,1
2020-08-02,47.0,47.0,1
2020-08-03,16.0,16.0,1
2020-08-04,30.0,30.0,1
2020-08-05,19.0,19.0,1
2020-08-06,22.0,22.0,1
2020-08-07,35.0,35.0,1
2020-08-08,27.0,27.0,1
2020-08-09,24.0,24.0,1
2020-08-10,46.0,46.0,1
2020-08-11,35.0,35.0,1
2020-08-12,31.0,31.0,1
2020-08-13,12.0,12.0,1
2020-08-14,12.0,12.0,1
2020-08-15,27.0,27.0,1
2020-08-16,17.0,17.0,1
2020-08-17,31.0,31.0,1
2020-08-18,19.0,19.0,1
2020-08-19,30.0,30.0,1
2020-08-20,17.0,17.0,1
2020-08-21,38.0,38.0,1
2020-08-22,33.0,33.0,1
2020-08-23,35.0,35.0,1
2020-08-24,40.0,40.0,1
2020-08-25,28.0,28.0,1
2020-08-26,25.0,25.0,1
2020-08-27,30.0,30.0,1
2020-08-28,38.0,38.0,1
2020-08-29,20.0,20.0,1
2020-08-30,25.0,25.0,1
2020-08-31,21.0,21.0,1
2020-09-01,30.0,30.0,1
2020-09-02,37.0,37.0,1
2020-09-03,9.0,9.0,1
2020-09-04,19.0,19.0,1
2020-09-05,33.0,33.0,1
2020-09-06,27.0,27.0,1
2020-09-07,18.0,18.0,1
2020-09-08,24.0,24.0,1
2020-09-09,7.0,7.0,1
2020-09-10,20.0,20.0,1
2020-09-11,35.0,35.0,1
2020-09-12,41.0,41.0,1
2020-09-13,32.0,32.0,1
2020-09-14,36.0,36.0,1
2020-09-15,29.0,29.0,1
2020-09-16,26.0,26.0,1
2020-09-17,22.0,22.0,1
2020-09-18,23.0,23.0,1
2020-09-19,21.0,21.0,1
2020-09-20,34.0,34.0,1
2020-09-21,28.0,28.0,1
2020-09-22,22.0,22.0,1
2020-09-23,32.0,32.0,1
2020-09-24,24.0,24.0,1
2020-09-25,22.0,22.0,1
2020-09-26,28.0,28.0,1
2020-09-27,43.0,43.0,1
2020-09-28,16.0,16.0,1
2020-09-29,16.0,16.0,1
2020-09-30,31.0,31.0,1
2020-10-01,25.0,25.0,1
2020-10-02,26.0,26.0,1
2020-10-03,17.0,17.0,1
2020-10-04,29.0,29.0,1
2020-10-05,16.0,16.0,1
2020-10-06,21.0,21.0,1
2020-10-07,16.0,16.0,1
2020-10-08,16.0,16.0,1
2020-10-09,17.0,17.0,1
2020-10-10,32.0,32.0,1
2020-10-11,17.0,17.0,1
2020-10-12,19.0,19.0,1
2020-10-13,24.0,24.0,1
2020-10-14,26.0,26.0,1
2020-10-15,10.0,10.0,1
2020-10-16,39.0,39.0,1
2020-10-17,30.0,30.0,1
2020-10-18,15.0,15.0,1
2020-10-19,10.0,10.0,1
2020-10-20,20.0,20.0,1
2020-10-21,30.0,30.0,1
2020-10-22,30.0,30.0,1
2020-10-23,24.0,24.0,1
2020-10-24,29.0,29.0,1
2020-10-25,26.0,26.0,1
2020-10-26,23.0,23.0,1
2020-10-27,15.0,15.0,1
2020-09-28,41.0,41.0,2
2020-09-29,22.0,22.0,2
2020-09-30,40.0,40.0,2
2020-10-01,37.0,37.0,2
2020-10-02,11.0,11.0,2
2020-10-03,36.0,36.0,2
2020-10-04,38.0,38.0,2
2020-10-05,37.0,37.0,2
2020-10-06,23.0,23.0,2
2020-10-07,26.0,26.0,2
2020-10-08,42.0,42.0,2
2020-10-09,37.0,37.0,2
2020-10-10,38.0,38.0,2
2020-10-11,32.0,32.0,2
2020-10-12,39.0,39.0,2
2020-10-13,39.0,39.0,2
2020-10-14,43.0,43.0,2
2020-10-15,45.0,45.0,2
2020-10-16,47.0,47.0,2
2020-10-17,81.0,81.0,2
2020-10-18,30.0,30.0,2
2020-10-19,33.0,33.0,2
2020-10-20,20.0,20.0,2
2020-10-21,24.0,24.0,2
2020-10-22,41.0,41.0,2
2020-10-23,52.0,52.0,2
2020-10-24,33.0,33.0,2
2020-10-25,56.0,56.0,2
2020-10-26,33.0,33.0,2
2020-10-27,12.0,12.0,2
2020-10-28,28.0,28.0,2
2020-10-29,31.0,31.0,2
2020-10-30,53.0,53.0,2
2020-10-31,26.0,26.0,2
2020-11-01,52.0,52.0,2
2020-11-02,31.0,31.0,2
2020-11-03,34.0,34.0,2
2020-11-04,52.0,52.0,2
2020-11-05,25.0,25.0,2
2020-11-06,46.0,46.0,2
2020-11-07,41.0,41.0,2
2020-11-08,50.0,50.0,2
2020-11-09,49.0,49.0,2
2020-11-10,27.0,27.0,2
2020-11-11,44.0,44.0,2
2020-11-12,50.0,50.0,2
2020-11-13,24.0,24.0,2
2020-11-14,43.0,43.0,2
2020-11-15,30.0,30.0,2
2020-11-16,31.0,31.0,2
2020-11-17,34.0,34.0,2
2020-11-18,27.0,27.0,2
2020-11-19,35.0,35.0,2
2020-11-20,28.0,28.0,2
2020-11-21,39.0,39.0,2
2020-11-22,52.0,52.0,2
2020-11-23,51.0,51.0,2
2020-11-24,27.0,27.0,2
2020-11-25,34.0,34.0,2
2020-11-26,42.0,42.0,2
2020-11-27,38.0,38.0,2
2020-11-28,29.0,29.0,2
2020-11-29,51.0,51.0,2
2020-11-30,34.0,34.0,2
2020-12-01,22.0,22.0,2
2020-12-02,34.0,34.0,2
2020-12-03,7.0,7.0,2
2020-12-04,33.0,33.0,2
2020-12-05,41.0,41.0,2
2020-12-06,17.0,17.0,2
2020-12-07,67.0,67.0,2
2020-12-08,41.0,41.0,2
2020-12-09,59.0,59.0,2
2020-12-10,71.0,71.0,2
2020-12-11,35.0,35.0,2
2020-12-12,51.0,51.0,2
2020-12-13,39.0,39.0,2
2020-12-14,66.0,66.0,2
2020-12-15,32.0,32.0,2
2020-12-16,40.0,40.0,2
2020-12-17,33.0,33.0,2
2020-12-18,30.0,30.0,2
2020-12-19,47.0,47.0,2
2020-12-20,58.0,58.0,2
2020-12-21,30.0,30.0,2
2020-12-22,48.0,48.0,2
2020-12-23,56.0,56.0,2
2020-12-24,54.0,54.0,2
2020-12-25,29.0,29.0,2
2020-12-26,62.0,62.0,2
2020-12-27,62.0,62.0,2
2020-12-28,47.0,47.0,2
2020-12-29,56.0,56.0,2
2020-12-30,24.0,24.0,2
2020-12-31,10.0,10.0,2
2021-01-01,67.0,67.0,2
2021-01-02,57.0,57.0,2
2021-01-03,19.0,19.0,2
2021-01-04,65.0,65.0,2
2021-01-05,41.0,41.0,2
2021-01-06,28.0,28.0,2
2021-01-07,36.0,36.0,2
2021-01-08,57.0,57.0,2
2021-01-09,58.0,58.0,2
2021-01-10,48.0,48.0,2
2021-01-11,48.0,48.0,2
2021-01-12,48.0,48.0,2
2021-01-13,39.0,39.0,2
2021-01-14,35.0,35.0,2
2021-01-15,30.0,30.0,2
2021-01-16,23.0,23.0,2
2021-01-17,51.0,51.0,2
2021-01-18,27.0,27.0,2
2021-01-19,16.0,16.0,2
2021-01-20,45.0,45.0,2
2021-01-21,40.0,40.0,2
2021-01-22,16.0,16.0,2
2021-01-23,51.0,51.0,2
2021-01-24,36.0,36.0,2
2021-01-25,31.0,31.0,2
2021-01-26,71.0,71.0,2
2021-01-27,47.0,47.0,2
2021-01-28,32.0,32.0,2
2021-01-29,45.0,45.0,2
2021-01-30,41.0,41.0,2
2021-01-31,31.0,31.0,2
2021-02-01,47.0,47.0,2
2021-02-02,23.0,23.0,2
2021-02-03,64.0,64.0,2
2021-02-04,24.0,24.0,2
2021-02-05,49.0,49.0,2
2021-02-06,35.0,35.0,2
2021-02-07,31.0,31.0,2
2021-02-08,27.0,27.0,2
2021-02-09,27.0,27.0,2
2021-02-10,50.0,50.0,2
2021-02-11,29.0,29.0,2
2021-02-12,30.0,30.0,2
2021-02-13,34.0,34.0,2
2021-02-14,34.0,34.0,2
2021-02-15,25.0,25.0,2
2021-02-16,44.0,44.0,2
2021-02-17,38.0,38.0,2
2021-02-18,62.0,62.0,2
2021-02-19,39.0,39.0,2
2021-02-20,36.0,36.0,2
2021-02-21,62.0,62.0,2
2021-02-22,69.0,69.0,2
2021-02-23,29.0,29.0,2
2021-02-24,30.0,30.0,2
2021-02-25,55.0,55.0,2
2021-02-26,56.0,56.0,2
2021-02-27,51.0,51.0,2
2021-02-28,53.0,53.0,2
2021-03-01,32.0,32.0,2
2021-03-02,65.0,65.0,2
2021-03-03,47.0,47.0,2
2021-03-04,47.0,47.0,2
2021-03-05,41.0,41.0,2
2021-03-06,48.0,48.0,2
2021-03-07,52.0,52.0,2
2021-03-08,48.0,48.0,2
2021-03-09,88.0,88.0,2
2021-03-10,42.0,42.0,2
2021-03-11,40.0,40.0,2
2021-03-12,78.0,78.0,2
2021-03-13,45.0,45.0,2
2021-03-14,75.0,75.0,2
2021-03-15,53.0,53.0,2
2021-03-16,60.0,60.0,2
2021-03-17,38.0,38.0,2
2021-03-18,50.0,50.0,2
2021-03-19,48.0,48.0,2
2021-03-20,64.0,64.0,2
2021-03-21,45.0,45.0,2
2021-03-22,47.0,47.0,2
2021-03-23,39.0,39.0,2
2021-03-24,84.0,84.0,2
2021-03-25,47.0,47.0,2
2021-03-26,49.0,49.0,2
2021-03-27,51.0,51.0,2
2021-03-28,67.0,67.0,2
2021-03-29,64.0,64.0,2
2021-03-30,77.0,77.0,2
2021-03-31,95.0,95.0,2
2021-04-01,56.0,56.0,2
2021-04-02,100.0,100.0,2
2021-04-03,70.0,70.0,2
2021-04-04,96.0,96.0,2
2021-04-05,67.0,67.0,2
2021-04-06,73.0,73.0,2
2021-04-07,53.0,53.0,2
2021-04-08,53.0,53.0,2
2021-04-09,69.0,69.0,2
2021-04-10,57.0,57.0,2
2021-04-11,78.0,78.0,2
2021-04-12,36.0,36.0,2
2021-04-13,24.0,24.0,2
2021-04-14,45.0,45.0,2
2021-04-15,66.0,66.0,2
2021-04-16,34.0,34.0,2
2021-04-17,49.0,49.0,2
2021-04-18,88.0,88.0,2
2021-04-19,41.0,41.0,2
2021-04-20,58.0,58.0,2
2021-04-21,57.0,57.0,2
2021-04-22,83.0,83.0,2
2021-04-23,74.0,74.0,2
2021-04-24,54.0,54.0,2
2021-04-25,72.0,72.0,2
2021-04-26,73.0,73.0,2
2021-04-27,85.0,85.0,2
2021-04-28,78.0,78.0,2
2021-04-29,42.0,42.0,2
2021-04-30,38.0,38.0,2
2021-05-01,39.0,39.0,2
2021-05-02,54.0,54.0,2
2021-05-03,46.0,46.0,2
2021-05-04,55.0,55.0,2
2021-05-05,49.0,49.0,2
2021-05-06,27.0,27.0,2
2021-05-07,66.0,66.0,2
2021-05-08,61.0,61.0,2
2021-05-09,64.0,64.0,2
2021-05-10,58.0,58.0,2
2021-05-11,49.0,49.0,2
2021-05-12,44.0,44.0,2
2021-05-13,62.0,62.0,2
2021-05-14,32.0,32.0,2
2021-05-15,44.0,44.0,2
