iso_code,location,date,icu_patients,hosp_patients
AFG,Afghanistan,2020-09-27,,
AFG,Afghanistan,2020-09-28,,
AFG,Afghanistan,2020-09-29,,
AFG,Afghanistan,2020-09-30,,
AFG,Afghanistan,2020-10-01,,
AFG,Afghanistan,2020-10-02,,
AFG,Afghanistan,2020-10-03,,
AFG,Afghanistan,2020-10-04,,
AFG,Afghanistan,2020-10-05,,
AFG,Afghanistan,2020-10-06,,
AFG,Afghanistan,2020-10-07,,
AFG,Afghanistan,2020-10-08,,
AFG,Afghanistan,2020-10-09,,
AFG,Afghanistan,2020-10-10,,
AFG,Afghanistan,2020-10-11,,
AFG,Afghanistan,2020-10-12,,
AFG,Afghanistan,2020-10-13,,
AFG,Afghanistan,2020-10-14,,
AFG,Afghanistan,2020-10-15,,
AFG,Afghanistan,2020-10-16,,
AFG,Afghanistan,2020-10-17,,
AFG,Afghanistan,2020-10-18,,
AFG,Afghanistan,2020-10-19,,
AFG,Afghanistan,2020-10-20,,
AFG,Afghanistan,2020-10-21,,
AFG,Afghanistan,2020-10-22,,
AFG,Afghanistan,2020-10-23,,
AFG,Afghanistan,2020-10-24,,
AFG,Afghanistan,2020-10-25,,
AFG,Afghanistan,2020-10-26,,
AFG,Afghanistan,2020-10-27,,
AFG,Afghanistan,2020-10-28,,
AFG,Afghanistan,2020-10-29,,
AFG,Afghanistan,2020-10-30,,
AFG,Afghanistan,2020-10-31,,
AFG,Afghanistan,2020-11-01,,
AFG,Afghanistan,2020-11-02,,
AFG,Afghanistan,2020-11-03,,
AFG,Afghanistan,2020-11-04,,
AFG,Afghanistan,2020-11-05,,
AFG,Afghanistan,2020-11-06,,
AFG,Afghanistan,2020-11-07,,
AFG,Afghanistan,2020-11-08,,
AFG,Afghanistan,2020-11-09,,
AFG,Afghanistan,2020-11-10,,
AFG,Afghanistan,2020-11-11,,
AFG,Afghanistan,2020-11-12,,
AFG,Afghanistan,2020-11-13,,
AFG,Afghanistan,2020-11-14,,
AFG,Afghanistan,2020-11-15,,
AFG,Afghanistan,2020-11-16,,
AFG,Afghanistan,2020-11-17,,
AFG,Afghanistan,2020-11-18,,
AFG,Afghanistan,2020-11-19,,
AFG,Afghanistan,2020-11-20,,
AFG,Afghanistan,2020-11-21,,
AFG,Afghanistan,2020-11-22,,
AFG,Afghanistan,2020-11-23,,
AFG,Afghanistan,2020-11-24,,
AFG,Afghanistan,2020-11-25,,
AFG,Afghanistan,2020-11-26,,
AFG,Afghanistan,2020-11-27,,
AFG,Afghanistan,2020-11-28,,
AFG,Afghanistan,2020-11-29,,
AFG,Afghanistan,2020-11-30,,
AFG,Afghanistan,2020-12-01,,
AFG,Afghanistan,2020-12-02,,
AFG,Afghanistan,2020-12-03,,
AFG,Afghanistan,2020-12-04,,
AFG,Afghanistan,2020-12-05,,
AFG,Afghanistan,2020-12-06,,
AFG,Afghanistan,2020-12-07,,
AFG,Afghanistan,2020-12-08,,
AFG,Afghanistan,2020-12-09,,
AFG,Afghanistan,2020-12-10,,
AFG,Afghanistan,2020-12-11,,
AFG,Afghanistan,2020-12-12,,
AFG,Afghanistan,2020-12-13,,
AFG,Afghanistan,2020-12-14,,
AFG,Afghanistan,2020-12-15,,
AFG,Afghanistan,2020-12-16,,
AFG,Afghanistan,2020-12-17,,
AFG,Afghanistan,2020-12-18,,
AFG,Afghanistan,2020-12-19,,
AFG,Afghanistan,2020-12-20,,
AFG,Afghanistan,2020-12-21,,
AFG,Afghanistan,2020-12-22,,
AFG,Afghanistan,2020-12-23,,
AFG,Afghanistan,2020-12-24,,
AFG,Afghanistan,2020-12-25,,
AFG,Afghanistan,2020-12-26,,
AFG,Afghanistan,2020-12-27,,
AFG,Afghanistan,2020-12-28,,
AFG,Afghanistan,2020-12-29,,
AFG,Afghanistan,2020-12-30,,
AFG,Afghanistan,2020-12-31,,
AFG,Afghanistan,2021-01-01,,
AFG,Afghanistan,2021-01-02,,
AFG,Afghanistan,2021-01-03,,
AFG,Afghanistan,2021-01-04,,
AFG,Afghanistan,2021-01-05,,
AFG,Afghanistan,2021-01-06,,
AFG,Afghanistan,2021-01-07,,
AFG,Afghanistan,2021-01-08,,
AFG,Afghanistan,2021-01-09,,
AFG,Afghanistan,2021-01-10,,
AFG,Afghanistan,2021-01-11,,
AFG,Afghanistan,2021-01-12,,
AFG,Afghanistan,2021-01-13,,
AFG,Afghanistan,2021-01-14,,
AFG,Afghanistan,2021-01-15,,
AFG,Afghanistan,2021-01-16,,
AFG,Afghanistan,2021-01-17,,
AFG,Afghanistan,2021-01-18,,
AFG,Afghanistan,2021-01-19,,
AFG,Afghanistan,2021-01-20,,
AFG,Afghanistan,2021-01-21,,
AFG,Afghanistan,2021-01-22,,
AFG,Afghanistan,2021-01-23,,
AFG,Afghanistan,2021-01-24,,
AFG,Afghanistan,2021-01-25,,
AFG,Afghanistan,2021-01-26,,
AFG,Afghanistan,2021-01-27,,
AFG,Afghanistan,2021-01-28,,
AFG,Afghanistan,2021-01-29,,
AFG,Afghanistan,2021-01-30,,
AFG,Afghanistan,2021-01-31,,
AFG,Afghanistan,2021-02-01,,
AFG,Afghanistan,2021-02-02,,
AFG,Afghanistan,2021-02-03,,
AFG,Afghanistan,2021-02-04,,
AFG,Afghanistan,2021-02-05,,
AFG,Afghanistan,2021-02-06,,
AFG,Afghanistan,2021-02-07,,
AFG,Afghanistan,2021-02-08,,
AFG,Afghanistan,2021-02-09,,
AFG,Afghanistan,2021-02-10,,
AFG,Afghanistan,2021-02-11,,
AFG,Afghanistan,2021-02-12,,
AFG,Afghanistan,2021-02-13,,
AFG,Afghanistan,2021-02-14,,
AFG,Afghanistan,2021-02-15,,
AFG,Afghanistan,2021-02-16,,
AFG,Afghanistan,2021-02-17,,
AFG,Afghanistan,2021-02-18,,
AFG,Afghanistan,2021-02-19,,
AFG,Afghanistan,2021-02-20,,
AFG,Afghanistan,2021-02-21,,
AFG,Afghanistan,2021-02-22,,
AFG,Afghanistan,2021-02-23,,
AFG,Afghanistan,2021-02-24,,
AFG,Afghanistan,2021-02-25,,
AFG,Afghanistan,2021-02-26,,
AFG,Afghanistan,2021-02-27,,
AFG,Afghanistan,2021-02-28,,
AFG,Afghanistan,2021-03-01,,
AFG,Afghanistan,2021-03-02,,
AFG,Afghanistan,2021-03-03,,
AFG,Afghanistan,2021-03-04,,
AFG,Afghanistan,2021-03-05,,
AFG,Afghanistan,2021-03-06,,
AFG,Afghanistan,2021-03-07,,
AFG,Afghanistan,2021-03-08,,
AFG,Afghanistan,2021-03-09,,
AFG,Afghanistan,2021-03-10,,
AFG,Afghanistan,2021-03-11,,
AFG,Afghanistan,2021-03-12,,
AFG,Afghanistan,2021-03-13,,
AFG,Afghanistan,2021-03-14,,
AFG,Afghanistan,2021-03-15,,
AFG,Afghanistan,2021-03-16,,
AFG,Afghanistan,2021-03-17,,
AFG,Afghanistan,2021-03-18,,
AFG,Afghanistan,2021-03-19,,
AFG,Afghanistan,2021-03-20,,
AFG,Afghanistan,2021-03-21,,
AFG,Afghanistan,2021-03-22,,
AFG,Afghanistan,2021-03-23,,
AFG,Afghanistan,2021-03-24,,
AFG,Afghanistan,2021-03-25,,
AFG,Afghanistan,2021-03-26,,
AFG,Afghanistan,2021-03-27,,
AFG,Afghanistan,2021-03-28,,
AFG,Afghanistan,2021-03-29,,
AFG,Afghanistan,2021-03-30,,
AFG,Afghanistan,2021-03-31,,
AFG,Afghanistan,2021-04-01,,
AFG,Afghanistan,2021-04-02,,
AFG,Afghanistan,2021-04-03,,
AFG,Afghanistan,2021-04-04,,
AFG,Afghanistan,2021-04-05,,
AFG,Afghanistan,2021-04-06,,
AFG,Afghanistan,2021-04-07,,
AFG,Afghanistan,2021-04-08,,
AFG,Afghanistan,2021-04-09,,
AFG,Afghanistan,2021-04-10,,
AFG,Afghanistan,2021-04-11,,
AFG,Afghanistan,2021-04-12,,
AFG,Afghanistan,2021-04-13,,
AFG,Afghanistan,2021-04-14,,
AFG,Afghanistan,2021-04-15,,
AFG,Afghanistan,2021-04-16,,
AFG,Afghanistan,2021-04-17,,
AFG,Afghanistan,2021-04-18,,
AFG,Afghanistan,2021-04-19,,
AFG,Afghanistan,2021-04-20,,
AFG,Afghanistan,2021-04-21,,
AFG,Afghanistan,2021-04-22,,
AFG,Afghanistan,2021-04-23,,
AFG,Afghanistan,2021-04-24,,
AFG,Afghanistan,2021-04-25,,
AFG,Afghanistan,2021-04-26,,
AFG,Afghanistan,2021-04-27,,
AFG,Afghanistan,2021-04-28,,
AFG,Afghanistan,2021-04-29,,
AFG,Afghanistan,2021-04-30,,
AFG,Afghanistan,2021-05-01,,
AFG,Afghanistan,2021-05-02,,
AFG,Afghanistan,2021-05-03,,
OWID_AFR,Africa,2020-02-13,,
OWID_AFR,Africa,2020-02-14,,
OWID_AFR,Africa,2020-02-15,,
OWID_AFR,Africa,2020-02-16,,
OWID_AFR,Africa,2020-02-17,,
OWID_AFR,Africa,2020-02-18,,
OWID_AFR,Africa,2020-02-19,,
OWID_AFR,Africa,2020-02-20,,
OWID_AFR,Africa,2020-02-21,,
OWID_AFR,Africa,2020-02-22,,
OWID_AFR,Africa,2020-02-23,,
OWID_AFR,Africa,2020-02-24,,
OWID_AFR,Africa,2020-02-25,,
OWID_AFR,Africa,2020-02-26,,
OWID_AFR,Africa,2020-02-27,,
OWID_AFR,Africa,2020-02-28,,
OWID_AFR,Africa,2020-02-29,,
OWID_AFR,Africa,2020-03-01,,
OWID_AFR,Africa,2020-03-02,,
OWID_AFR,Africa,2020-03-03,,
OWID_AFR,Africa,2020-03-04,,
OWID_AFR,Africa,2020-03-05,,
OWID_AFR,Africa,2020-03-06,,
OWID_AFR,Africa,2020-03-07,,
OWID_AFR,Africa,2020-03-08,,
OWID_AFR,Africa,2020-03-09,,
OWID_AFR,Africa,2020-03-10,,
OWID_AFR,Africa,2020-03-11,,
OWID_AFR,Africa,2020-03-12,,
OWID_AFR,Africa,2020-03-13,,
OWID_AFR,Africa,2020-03-14,,
OWID_AFR,Africa,2020-03-15,,
OWID_AFR,Africa,2020-03-16,,
OWID_AFR,Africa,2020-03-17,,
OWID_AFR,Africa,2020-03-18,,
OWID_AFR,Africa,2020-03-19,,
OWID_AFR,Africa,2020-03-20,,
OWID_AFR,Africa,2020-03-21,,
OWID_AFR,Africa,2020-03-22,,
OWID_AFR,Africa,2020-03-23,,
OWID_AFR,Africa,2020-03-24,,
OWID_AFR,Africa,2020-03-25,,
OWID_AFR,Africa,2020-03-26,,
OWID_AFR,Africa,2020-03-27,,
OWID_AFR,Africa,2020-03-28,,
OWID_AFR,Africa,2020-03-29,,
OWID_AFR,Africa,2020-03-30,,
OWID_AFR,Africa,2020-03-31,,
OWID_AFR,Africa,2020-04-01,,
OWID_AFR,Africa,2020-04-02,,
OWID_AFR,Africa,2020-04-03,,
OWID_AFR,Africa,2020-04-04,,
OWID_AFR,Africa,2020-04-05,,
OWID_AFR,Africa,2020-04-06,,
OWID_AFR,Africa,2020-04-07,,
OWID_AFR,Africa,2020-04-08,,
OWID_AFR,Africa,2020-04-09,,
OWID_AFR,Africa,2020-04-10,,
OWID_AFR,Africa,2020-04-11,,
OWID_AFR,Africa,2020-04-12,,
OWID_AFR,Africa,2020-04-13,,
OWID_AFR,Africa,2020-04-14,,
OWID_AFR,Africa,2020-04-15,,
OWID_AFR,Africa,2020-04-16,,
OWID_AFR,Africa,2020-04-17,,
OWID_AFR,Africa,2020-04-18,,
OWID_AFR,Africa,2020-04-19,,
OWID_AFR,Africa,2020-04-20,,
OWID_AFR,Africa,2020-04-21,,
OWID_AFR,Africa,2020-04-22,,
OWID_AFR,Africa,2020-04-23,,
OWID_AFR,Africa,2020-04-24,,
OWID_AFR,Africa,2020-04-25,,
OWID_AFR,Africa,2020-04-26,,
OWID_AFR,Africa,2020-04-27,,
OWID_AFR,Africa,2020-04-28,,
OWID_AFR,Africa,2020-04-29,,
OWID_AFR,Africa,2020-04-30,,
OWID_AFR,Africa,2020-05-01,,
OWID_AFR,Africa,2020-05-02,,
OWID_AFR,Africa,2020-05-03,,
OWID_AFR,Africa,2020-05-04,,
OWID_AFR,Africa,2020-05-05,,
OWID_AFR,Africa,2020-05-06,,
OWID_AFR,Africa,2020-05-07,,
OWID_AFR,Africa,2020-05-08,,
OWID_AFR,Africa,2020-05-09,,
OWID_AFR,Africa,2020-05-10,,
OWID_AFR,Africa,2020-05-11,,
OWID_AFR,Africa,2020-05-12,,
OWID_AFR,Africa,2020-05-13,,
OWID_AFR,Africa,2020-05-14,,
OWID_AFR,Africa,2020-05-15,,
OWID_AFR,Africa,2020-05-16,,
OWID_AFR,Africa,2020-05-17,,
OWID_AFR,Africa,2020-05-18,,
OWID_AFR,Africa,2020-05-19,,
OWID_AFR,Africa,2020-05-20,,
OWID_AFR,Africa,2020-05-21,,
OWID_AFR,Africa,2020-05-22,,
OWID_AFR,Africa,2020-05-23,,
OWID_AFR,Africa,2020-05-24,,
OWID_AFR,Africa,2020-05-25,,
OWID_AFR,Africa,2020-05-26,,
OWID_AFR,Africa,2020-05-27,,
OWID_AFR,Africa,2020-05-28,,
OWID_AFR,Africa,2020-05-29,,
OWID_AFR,Africa,2020-05-30,,
OWID_AFR,Africa,2020-05-31,,
OWID_AFR,Africa,2020-06-01,,
OWID_AFR,Africa,2020-06-02,,
OWID_AFR,Africa,2020-06-03,,
OWID_AFR,Africa,2020-06-04,,
OWID_AFR,Africa,2020-06-05,,
OWID_AFR,Africa,2020-06-06,,
OWID_AFR,Africa,2020-06-07,,
OWID_AFR,Africa,2020-06-08,,
OWID_AFR,Africa,2020-06-09,,
OWID_AFR,Africa,2020-06-10,,
OWID_AFR,Africa,2020-06-11,,
OWID_AFR,Africa,2020-06-12,,
OWID_AFR,Africa,2020-06-13,,
OWID_AFR,Africa,2020-06-14,,
OWID_AFR,Africa,2020-06-15,,
OWID_AFR,Africa,2020-06-16,,
OWID_AFR,Africa,2020-06-17,,
OWID_AFR,Africa,2020-06-18,,
OWID_AFR,Africa,2020-06-19,,
OWID_AFR,Africa,2020-06-20,,
OWID_AFR,Africa,2020-06-21,,
OWID_AFR,Africa,2020-06-22,,
OWID_AFR,Africa,2020-06-23,,
OWID_AFR,Africa,2020-06-24,,
OWID_AFR,Africa,2020-06-25,,
OWID_AFR,Africa,2020-06-26,,
OWID_AFR,Africa,2020-06-27,,
OWID_AFR,Africa,2020-06-28,,
OWID_AFR,Africa,2020-06-29,,
OWID_AFR,Africa,2020-06-30,,
OWID_AFR,Africa,2020-07-01,,
OWID_AFR,Africa,2020-07-02,,
OWID_AFR,Africa,2020-07-03,,
OWID_AFR,Africa,2020-07-04,,
OWID_AFR,Africa,2020-07-05,,
OWID_AFR,Africa,2020-07-06,,
OWID_AFR,Africa,2020-07-07,,
OWID_AFR,Africa,2020-07-08,,
OWID_AFR,Africa,2020-07-09,,
OWID_AFR,Africa,2020-07-10,,
OWID_AFR,Africa,2020-07-11,,
OWID_AFR,Africa,2020-07-12,,
OWID_AFR,Africa,2020-07-13,,
OWID_AFR,Africa,2020-07-14,,
OWID_AFR,Africa,2020-07-15,,
OWID_AFR,Africa,2020-07-16,,
OWID_AFR,Africa,2020-07-17,,
OWID_AFR,Africa,2020-07-18,,
OWID_AFR,Africa,2020-07-19,,
OWID_AFR,Africa,2020-07-20,,
OWID_AFR,Africa,2020-07-21,,
OWID_AFR,Africa,2020-07-22,,
OWID_AFR,Africa,2020-07-23,,
OWID_AFR,Africa,2020-07-24,,
OWID_AFR,Africa,2020-07-25,,
OWID_AFR,Africa,2020-07-26,,
OWID_AFR,Africa,2020-07-27,,
OWID_AFR,Africa,2020-07-28,,
OWID_AFR,Africa,2020-07-29,,
OWID_AFR,Africa,2020-07-30,,
OWID_AFR,Africa,2020-07-31,,
OWID_AFR,Africa,2020-08-01,,
OWID_AFR,Africa,2020-08-02,,
OWID_AFR,Africa,2020-08-03,,
OWID_AFR,Africa,2020-08-04,,
OWID_AFR,Africa,2020-08-05,,
OWID_AFR,Africa,2020-08-06,,
OWID_AFR,Africa,2020-08-07,,
OWID_AFR,Africa,2020-08-08,,
OWID_AFR,Africa,2020-08-09,,
OWID_AFR,Africa,2020-08-10,,
OWID_AFR,Africa,2020-08-11,,
OWID_AFR,Africa,2020-08-12,,
OWID_AFR,Africa,2020-08-13,,
OWID_AFR,Africa,2020-08-14,,
OWID_AFR,Africa,2020-08-15,,
OWID_AFR,Africa,2020-08-16,,
OWID_AFR,Africa,2020-08-17,,
OWID_AFR,Africa,2020-08-18,,
OWID_AFR,Africa,2020-08-19,,
OWID_AFR,Africa,2020-08-20,,
OWID_AFR,Africa,2020-08-21,,
OWID_AFR,Africa,2020-08-22,,
OWID_AFR,Africa,2020-08-23,,
OWID_AFR,Africa,2020-08-24,,
OWID_AFR,Africa,2020-08-25,,
OWID_AFR,Africa,2020-08-26,,
OWID_AFR,Africa,2020-08-27,,
OWID_AFR,Africa,2020-08-28,,
OWID_AFR,Africa,2020-08-29,,
OWID_AFR,Africa,2020-08-30,,
OWID_AFR,Africa,2020-08-31,,
OWID_AFR,Africa,2020-09-01,,
OWID_AFR,Africa,2020-09-02,,
OWID_AFR,Africa,2020-09-03,,
OWID_AFR,Africa,2020-09-04,,
OWID_AFR,Africa,2020-09-05,,
OWID_AFR,Africa,2020-09-06,,
OWID_AFR,Africa,2020-09-07,,
OWID_AFR,Africa,2020-09-08,,
OWID_AFR,Africa,2020-09-09,,
OWID_AFR,Africa,2020-09-10,,
OWID_AFR,Africa,2020-09-11,,
OWID_AFR,Africa,2020-09-12,,
OWID_AFR,Africa,2020-09-13,,
OWID_AFR,Africa,2020-09-14,,
OWID_AFR,Africa,2020-09-15,,
OWID_AFR,Africa,2020-09-16,,
OWID_AFR,Africa,2020-09-17,,
OWID_AFR,Africa,2020-09-18,,
OWID_AFR,Africa,2020-09-19,,
OWID_AFR,Africa,2020-09-20,,
OWID_AFR,Africa,2020-09-21,,
OWID_AFR,Africa,2020-09-22,,
OWID_AFR,Africa,2020-09-23,,
OWID_AFR,Africa,2020-09-24,,
OWID_AFR,Africa,2020-09-25,,
OWID_AFR,Africa,2020-09-26,,
OWID_AFR,Africa,2020-09-27,,
OWID_AFR,Africa,2020-09-28,,
OWID_AFR,Africa,2020-09-29,,
OWID_AFR,Africa,2020-09-30,,
OWID_AFR,Africa,2020-10-01,,
OWID_AFR,Africa,2020-10-02,,
OWID_AFR,Africa,2020-10-03,,
OWID_AFR,Africa,2020-10-04,,
OWID_AFR,Africa,2020-10-05,,
OWID_AFR,Africa,2020-10-06,,
OWID_AFR,Africa,2020-10-07,,
OWID_AFR,Africa,2020-10-08,,
OWID_AFR,Africa,2020-10-09,,
OWID_AFR,Africa,2020-10-10,,
OWID_AFR,Africa,2020-10-11,,
OWID_AFR,Africa,2020-10-12,,
OWID_AFR,Africa,2020-10-13,,
OWID_AFR,Africa,2020-10-14,,
OWID_AFR,Africa,2020-10-15,,
OWID_AFR,Africa,2020-10-16,,
OWID_AFR,Africa,2020-10-17,,
OWID_AFR,Africa,2020-10-18,,
OWID_AFR,Africa,2020-10-19,,
